"FEATURE_ID","RT","PEPMASS","CCS","SIGMA_SCORE","NAME_METABOSCAPE","MOLECULAR_FORMULA","ADDUCT","KEGG","CAS","MaxIntensity","Condition_QC_MeanIntensity","Condition_BLANK_MeanIntensity","Condition_Control_MeanIntensity","Condition_Treatment_MeanIntensity","QC_1_07-Aug-24_10149","QC_1_07-Aug-24_10161","QC_1_07-Aug-24_10173","QC_1_07-Aug-24_10185","QC_1_07-Aug-24_10192","QC_1_08-Aug-24_10204","QC_1_08-Aug-24_10216","B9_PBS_1_08-Aug-24_10218","B9_PBS_2_08-Aug-24_10219","B9_PBS_3_08-Aug-24_10220","B9_PBS_4_08-Aug-24_10221","B9_DMSO_1_08-Aug-24_10223","B9_DMSO_2_08-Aug-24_10224","B9_DMSO_3_08-Aug-24_10225","B9_DMSO_4_08-Aug-24_10226","QC_1_08-Aug-24_10228","B9_Mena_1_08-Aug-24_10230","B9_Mena_2_08-Aug-24_10231","B9_Mena_3_08-Aug-24_10232","B9_Mena_4_08-Aug-24_10233","QC_1_08-Aug-24_10240","QC_1_08-Aug-24_10252","QC_1_08-Aug-24_10266","QC_1_08-Aug-24_10278","QC_1_09-Aug-24_10290","QC_1_09-Aug-24_10302","QC_1_09-Aug-24_10314","QC_1_09-Aug-24_10328","QC_1_09-Aug-24_10335","QC_1_09-Aug-24_10347","QC_1_09-Aug-24_10359","B9_PBS_1_09-Aug-24_10361","B9_PBS_2_09-Aug-24_10362","B9_PBS_3_09-Aug-24_10363","B9_PBS_4_09-Aug-24_10364","B9_DMSO_1_10-Aug-24_10366","B9_DMSO_2_10-Aug-24_10367","B9_DMSO_3_10-Aug-24_10368","B9_DMSO_4_10-Aug-24_10369","QC_1_10-Aug-24_10371","B9_Mena_1_10-Aug-24_10373","B9_Mena_2_10-Aug-24_10374","B9_Mena_3_10-Aug-24_10375","B9_Mena_4_10-Aug-24_10376","QC_1_10-Aug-24_10383","QC_1_10-Aug-24_10395","QC_1_10-Aug-24_10407","QC_1_10-Aug-24_10419","QC_1_10-Aug-24_10431","QC_1_10-Aug-24_10443","QC_1_10-Aug-24_10455","QC_1_11-Aug-24_10467","QC_1_11-Aug-24_10474","QC_1_11-Aug-24_10486","QC_1_11-Aug-24_10498","B9_PBS_1_11-Aug-24_10500","B9_PBS_2_11-Aug-24_10501","B9_PBS_3_11-Aug-24_10502","B9_PBS_4_11-Aug-24_10503","B9_DMSO_1_11-Aug-24_10505","B9_DMSO_2_11-Aug-24_10506","B9_DMSO_3_11-Aug-24_10507","B9_DMSO_4_11-Aug-24_10508","QC_1_11-Aug-24_10510","B9_Mena_1_11-Aug-24_10512","B9_Mena_2_11-Aug-24_10513","B9_Mena_3_11-Aug-24_10514","B9_Mena_4_11-Aug-24_10515","QC_1_12-Aug-24_10526","QC_1_12-Aug-24_10538","QC_1_12-Aug-24_10550","QC_1_12-Aug-24_10562","QC_1_13-Aug-24_10574"
1,13.58,186.01500,132.99799,,,,ION=[M+H]+,,,1208.21,668.76,876.01,742.84,746.40,745.16,0.00,637.87,703.58,905.00,830.96,716.17,797.28,812.57,837.73,754.88,797.21,695.22,692.44,627.90,939.29,645.46,0.00,530.57,909.04,731.11,753.82,619.25,766.53,807.81,781.05,727.23,594.33,907.67,655.87,906.32,1047.76,932.15,597.73,800.51,1020.91,732.67,0.00,911.10,0.00,853.09,625.13,892.19,934.70,868.82,0.00,825.19,843.09,552.11,697.25,599.81,684.62,903.00,882.15,1208.21,1010.63,949.64,1095.27,875.94,837.87,1138.29,683.40,777.06,732.85,768.08,747.91,967.76,1082.89,549.47,0.00,935.64,0.00,733.03
2,24.25,837.83232,151.7329,,,,ION=[M+H]+,,,3592.14,545.53,2901.15,310.88,249.07,1255.79,0.00,0.00,1425.90,0.00,0.00,1354.88,2421.14,2659.50,2526.58,3134.90,1594.29,0.00,0.00,861.21,1153.33,1351.24,0.00,0.00,0.00,0.00,1181.87,0.00,1870.37,0.00,1149.81,0.00,881.74,1631.57,1354.90,0.00,3065.78,3123.51,2839.37,2184.64,1275.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1452.53,1251.74,0.00,0.00,0.00,0.00,3592.14,2768.76,3493.28,3004.20,0.00,0.00,0.00,0.00,1793.55,1637.64,0.00,0.00,0.00,1283.14,0.00,0.00,1143.53,0.00
3,24.64,769.84306,222.55603,,,,ION=[M+H]+,,,7780.58,4229.69,6659.49,4980.08,5143.91,3593.52,4143.56,4838.96,4123.94,4420.16,4596.96,3499.66,6345.24,6801.84,6457.37,5364.90,3840.29,4078.84,6262.48,3965.10,3976.38,4144.06,4392.31,3780.63,4492.02,4026.83,4589.59,3479.90,5107.31,4707.97,3480.85,4516.78,4432.88,4034.40,3793.81,4551.97,6643.01,7780.58,5389.30,6319.25,4652.68,5329.26,5668.28,4300.67,4045.18,5795.05,5778.30,4159.02,5354.09,4493.43,4539.32,3926.31,4857.58,4347.60,4395.93,4065.10,3754.12,4729.76,4138.80,4490.41,6798.03,7474.97,7112.33,7427.07,5123.90,6403.89,5254.00,4881.60,4378.63,5496.21,6974.99,5284.48,6075.83,3344.03,4229.45,3905.18,3904.57,5037.58
4,24.67,1403.71268,340.80087,,,,ION=[M+H+H]2+,,,12832.73,440.11,10027.13,2442.33,2984.87,0.00,0.00,0.00,2938.16,0.00,0.00,2259.45,11307.93,9949.70,10099.89,9078.61,3500.58,0.00,3910.75,0.00,2556.91,3956.88,4301.10,4117.12,0.00,0.00,0.00,0.00,0.00,0.00,2851.60,0.00,0.00,3092.71,0.00,0.00,10537.92,9328.63,10169.80,8550.81,4235.65,4101.73,4625.29,0.00,0.00,6204.28,0.00,3948.79,0.00,0.00,0.00,0.00,0.00,0.00,2585.18,0.00,0.00,0.00,0.00,0.00,12832.73,9971.89,9718.61,8779.04,0.00,4257.21,4676.74,0.00,0.00,5644.83,4145.51,3499.96,0.00,0.00,0.00,0.00,0.00,0.00
5,25.00,1539.68908,354.1943,,,,ION=[M+H+H]2+,,,12586.95,70.11,10799.25,0.00,389.95,0.00,0.00,0.00,0.00,2594.00,0.00,0.00,10981.03,10042.95,9096.35,11432.94,0.00,0.00,0.00,0.00,0.00,0.00,4679.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10374.25,11989.18,10316.20,9903.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11268.31,10848.82,12586.95,10750.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
6,25.88,244.22612,157.11491,12.862,"N1-Acetylspermine","C12H28N4O",ION=[M+H]+,"C02567","25593-72-0",32802.17,25232.41,0.00,17319.44,16268.32,25572.06,19272.86,23847.01,27260.86,26359.06,24309.88,28272.86,0.00,0.00,0.00,0.00,14217.15,12030.97,30045.45,21369.63,20644.78,20034.04,11471.61,14786.02,28759.77,22861.72,23007.35,27293.68,21230.75,31740.72,25610.96,27148.91,23107.58,27869.42,24310.28,32802.17,0.00,0.00,0.00,0.00,14761.27,12122.73,22827.83,22460.40,23736.61,15291.12,6727.00,14075.14,20297.52,22809.97,23640.17,31484.69,26155.57,27811.74,20044.86,24962.78,21230.94,26773.09,28220.49,24402.01,0.00,0.00,0.00,0.00,7576.57,10194.92,22883.53,17342.88,25802.46,14060.19,9736.45,17350.26,22630.67,23650.73,30551.05,21192.36,26264.17,22342.41
7,26.49,234.05865,149.89743,,,,ION=[M+H]+,,,4079.23,0.00,0.00,0.00,2764.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2403.89,2329.42,3652.48,3722.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1790.83,1963.21,2534.08,1993.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2962.16,4079.23,3069.33,2673.07,0.00,0.00,0.00,0.00,0.00
8,26.73,467.80800,182.15092,,,,ION=[M+H]+,,,6428.16,1398.87,0.00,1019.11,2669.73,0.00,3644.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2825.17,0.00,0.00,4527.58,0.00,1983.96,1101.14,0.00,3548.96,0.00,0.00,3820.80,0.00,2625.51,4131.21,4380.99,0.00,0.00,0.00,0.00,0.00,0.00,2975.97,0.00,6428.16,0.00,2885.47,5441.84,2225.02,2533.90,4908.36,0.00,4051.45,0.00,3458.50,0.00,0.00,3948.75,0.00,0.00,4651.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3263.11,2410.24,0.00,4154.37,2750.35,0.00,0.00,0.00,3307.83,4039.96
9,26.86,304.23764,181.19524,,,,ION=[M+H]+,,,1561.59,19.81,698.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,602.86,0.00,1339.67,365.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,733.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1068.49,0.00,1561.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,576.36,870.69,1207.00,786.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10,27.75,505.70833,192.33542,,,,ION=[M+H]+,,,12134.30,0.00,7161.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7098.04,8309.64,7843.47,6984.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7696.44,9729.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6038.88,12134.30,10636.96,9470.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
11,27.79,573.69581,201.4158,,,,ION=[M+H]+,,,13203.14,0.00,9997.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8441.82,8519.09,9206.95,9575.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11693.67,11999.02,13203.14,12221.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12203.48,0.00,12311.73,10596.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12,27.85,583.63630,202.71646,,,,ION=[M+H]+,,,7779.03,5373.68,0.00,5638.99,4122.14,6388.82,5454.92,0.00,4779.87,6646.95,5248.64,0.00,0.00,0.00,0.00,0.00,4483.01,6456.49,4877.16,4661.95,6298.39,4060.70,5581.99,4943.50,4805.00,4117.11,6396.87,5899.90,4990.14,6275.17,0.00,5389.74,7590.28,4506.93,7779.03,5660.27,0.00,0.00,0.00,0.00,4591.87,4595.01,6753.85,7659.33,4535.40,3888.17,5154.40,0.00,3677.45,5840.53,7054.81,6087.25,5956.68,6273.53,5351.48,6048.57,6094.80,5871.51,5868.21,6008.03,0.00,0.00,0.00,0.00,6621.44,5394.93,5209.63,6363.27,5583.54,4134.16,6139.00,7081.30,0.00,7298.32,4751.27,6121.08,4678.76,5979.46
13,28.17,321.80392,184.45418,,,,ION=[M+H]+,,,9845.68,0.00,6644.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6613.59,5947.36,5318.76,6279.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9845.68,7071.76,0.00,7287.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6704.90,8482.61,9067.22,7110.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
14,28.20,361.95205,169.5575,,,,ION=[M+H]+,,,1981.69,795.91,0.00,1206.04,378.17,1552.98,0.00,0.00,1301.82,1095.26,0.00,1165.74,0.00,0.00,0.00,0.00,1034.61,0.00,1158.93,1946.96,1145.57,950.47,0.00,0.00,1168.79,0.00,1028.42,0.00,1034.63,1638.42,1571.20,1278.63,1302.30,1227.13,1524.61,888.93,0.00,0.00,0.00,0.00,1966.97,0.00,1417.94,1816.93,1450.74,1095.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1660.30,976.25,0.00,1170.98,0.00,0.00,0.00,0.00,0.00,1981.69,1353.24,1795.26,0.00,1452.61,0.00,1322.94,0.00,0.00,1078.11,0.00,1561.77,1194.33,1147.87
15,28.20,389.79133,172.32396,,,,ION=[M+H]+,,,12960.25,0.00,8242.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5758.78,6439.41,7868.83,6623.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6953.14,10729.38,12960.25,5672.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7884.52,10135.96,9369.78,8514.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
16,28.23,1293.11871,333.58832,,,,ION=[M+H+H]2+,,,3077.07,0.00,1828.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1565.72,0.00,2376.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2844.85,3077.07,2528.33,2132.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2489.12,2357.36,0.00,2570.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
17,28.35,797.49664,225.69392,,,,ION=[M+H]+,,,5658.76,0.00,3576.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4162.52,4480.17,3442.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5164.69,0.00,5658.76,2969.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3624.90,4130.53,4354.48,4935.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
18,28.41,741.53540,217.96175,,,,ION=[M+H]+,,,9709.80,0.00,7177.45,818.02,474.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6669.57,6790.54,5330.63,4691.91,0.00,0.00,2655.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9709.80,8589.35,7264.18,6857.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9111.88,7806.55,7748.57,5558.93,0.00,2681.74,4479.48,0.00,0.00,0.00,0.00,3378.96,2318.69,0.00,0.00,0.00,0.00,0.00
19,28.45,739.53882,219.61145,,,,ION=[M+H]+,,,9709.80,0.00,6778.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4408.00,6790.54,3648.57,4691.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9709.80,8589.35,7264.18,6857.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9111.88,7806.55,7748.57,4713.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20,28.59,460.86146,192.9183,,,,ION=[M+H]+,,,5660.70,3808.54,0.00,4787.60,3673.86,4675.74,4551.86,3542.64,3924.36,3495.85,3071.83,3270.73,0.00,0.00,0.00,0.00,4127.42,3515.03,4954.65,3425.22,3229.66,3606.11,3460.56,3267.91,3450.24,3572.53,2885.97,4314.92,4895.04,3114.07,4245.76,4856.65,4778.22,3302.95,3002.82,4520.04,0.00,0.00,0.00,0.00,4239.11,5541.32,5028.57,5660.70,3166.30,3342.40,3477.96,4471.50,3108.37,4596.75,3226.00,3385.48,3702.64,4326.71,3045.07,4145.19,4283.23,4185.89,3306.01,3652.52,0.00,0.00,0.00,0.00,5068.62,4990.85,5454.56,5445.16,4117.62,4771.64,3169.28,3861.76,4098.61,3259.60,3693.74,3500.91,3988.24,4082.26
21,28.60,402.90288,183.29903,,,,ION=[M+H]+,,,5916.01,3539.94,0.00,4472.32,3401.41,3883.09,2784.80,4457.26,3124.19,3008.03,4352.26,3232.05,0.00,0.00,0.00,0.00,4778.00,4403.11,3926.09,4630.75,3045.20,3666.16,3719.76,3705.10,3768.36,2773.17,3011.18,3730.11,4475.82,2346.20,2887.65,3921.22,3898.37,5277.95,3378.91,3360.10,0.00,0.00,0.00,0.00,4614.20,5057.26,4111.73,4792.79,4471.05,2560.69,2337.21,3703.86,2765.92,3844.06,2871.40,3345.32,3250.10,4793.13,4467.91,2807.61,2671.10,4098.04,3259.28,3562.44,0.00,0.00,0.00,0.00,3545.40,3714.78,5916.01,4177.78,3204.78,3536.49,3461.11,3492.93,4099.35,3506.02,3701.14,4030.46,2804.45,3341.91
22,28.64,1028.27767,203.09381,,,,ION=[M+H]+,,,2130.60,0.00,1232.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2048.56,1115.58,1487.46,1197.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1628.95,2130.60,0.00,1652.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1975.87,1550.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
23,28.66,437.72058,182.069,,,,ION=[M+H]+,,,17386.86,3477.95,12594.66,6081.43,8093.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6644.34,10163.88,10879.11,11576.72,6553.62,9099.83,3540.46,0.00,5965.66,8789.58,9515.94,6306.84,9715.81,0.00,6896.12,7589.91,0.00,0.00,7038.36,0.00,7182.64,7451.84,8793.49,7426.98,15259.70,15942.30,13753.47,13245.48,7019.24,9095.02,9282.59,0.00,8155.24,4903.53,9195.97,6465.18,8896.48,6633.04,7144.43,7125.78,8380.11,0.00,5382.22,0.00,0.00,4110.51,0.00,0.00,15784.74,14251.48,17386.86,6247.79,4156.08,8428.05,9984.95,5817.36,0.00,9285.32,8788.38,7748.91,7511.06,7276.72,5744.71,5777.49,4608.82,0.00
24,28.78,539.78063,199.8142,,,,ION=[M+H]+,,,3585.17,0.00,0.00,574.51,2389.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1145.24,0.00,0.00,1914.03,1774.56,1826.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2105.99,0.00,0.00,3585.17,2310.60,3379.25,2384.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1597.00,2045.90,0.00,0.00,2783.05,3161.01,2405.06,3143.83,0.00,0.00,0.00,0.00,0.00
25,28.83,237.03743,146.24362,,,,ION=[M+H]+,,,7374.13,5356.94,0.00,3034.13,117.15,3319.67,6214.83,3649.76,4201.12,4110.67,5085.76,5953.83,0.00,0.00,0.00,0.00,3182.29,2332.06,2150.06,3437.75,4632.44,0.00,0.00,0.00,0.00,5185.39,5078.01,5837.14,5236.33,4737.17,6738.82,4660.70,5826.87,5594.86,6359.28,4689.42,0.00,0.00,0.00,0.00,2755.01,2446.74,2947.86,4988.31,5189.08,0.00,0.00,0.00,0.00,5744.14,5303.06,4884.94,7374.13,7164.37,6412.96,5894.06,6395.35,5499.85,4125.42,5521.53,0.00,0.00,0.00,0.00,2734.51,2513.49,2760.01,4161.52,6316.06,0.00,0.00,1405.85,0.00,4524.83,5316.14,5516.40,4781.83,5130.64
26,28.84,799.49413,226.0758,,,,ION=[M+H]+,,,6161.04,0.00,5026.16,231.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4162.52,4480.17,3442.37,5024.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5164.69,5278.46,5658.76,6047.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6161.04,5603.50,4354.48,4935.72,0.00,2775.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
27,28.85,631.57078,212.34447,,,,ION=[M+H]+,,,7966.40,5122.39,642.72,4745.59,4288.25,5610.04,5738.86,4585.84,4820.64,4410.98,5782.96,5047.75,0.00,0.00,4218.99,0.00,0.00,4780.39,5908.06,4759.78,4176.87,0.00,4156.00,0.00,3775.06,4942.11,7966.40,0.00,5033.00,5441.87,4986.23,5173.56,5380.61,5407.37,7302.67,5115.02,3493.67,0.00,0.00,0.00,3345.70,6185.63,6851.33,3467.61,4483.77,6581.36,6114.67,4273.80,4671.53,6444.45,4759.73,4788.61,4667.31,6003.85,6927.14,4511.49,3573.45,5925.79,5695.86,4486.64,0.00,0.00,0.00,0.00,3750.98,6456.98,6967.60,4473.01,5053.22,6431.41,4392.85,6242.12,4820.19,5132.92,4521.32,3820.65,6085.28,5724.26
28,28.94,671.55182,218.3687,,,,ION=[M+H]+,,,11776.50,292.19,10088.91,2347.21,2960.13,2162.23,0.00,0.00,0.00,0.00,0.00,0.00,10970.00,6236.98,8219.52,10590.03,0.00,4585.65,3698.07,0.00,0.00,5536.30,3809.46,2568.05,3906.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2162.23,0.00,0.00,0.00,10032.80,11535.61,10683.71,11034.24,0.00,3729.24,3800.73,0.00,0.00,3080.83,3862.59,0.00,0.00,0.00,0.00,0.00,2162.23,0.00,0.00,2162.23,0.00,0.00,0.00,0.00,9270.48,11394.03,11776.50,9323.04,2598.71,5737.82,4016.28,0.00,0.00,5203.68,2952.56,4601.36,0.00,0.00,0.00,0.00,2162.23,0.00
29,28.96,787.46837,224.50357,,,,ION=[M+H]+,,,9421.94,0.00,5429.97,180.24,435.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4138.20,6267.11,3443.53,4068.92,0.00,0.00,2162.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8283.54,5495.99,9421.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5675.62,5645.32,4693.98,8025.54,0.00,0.00,0.00,0.00,0.00,3056.64,2166.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00
30,29.21,909.35036,194.15909,,,,ION=[M+H]+,,,1874.97,0.00,1231.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1009.62,1346.88,1306.28,1214.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1726.58,0.00,0.00,1809.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1550.57,1547.44,1874.97,1389.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
31,29.26,963.34121,250.32741,,,,ION=[M+H]+,,,3148.39,0.00,1918.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2506.12,0.00,1484.76,1950.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2076.20,3148.39,2494.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2044.66,2904.28,2696.07,1717.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
32,29.33,604.56373,161.83383,,,,ION=[M+H]+,,,3829.94,0.00,2486.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2347.75,3209.59,0.00,2387.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2957.25,3540.44,3109.70,2844.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3829.94,2968.09,2645.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
33,29.39,735.50215,218.62672,,,,ION=[M+H]+,,,6642.55,0.00,5267.38,406.61,171.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4511.84,5296.47,3556.84,4456.21,0.00,0.00,1974.24,0.00,0.00,2056.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5072.90,6593.58,6223.92,4906.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5220.31,6642.55,5864.72,4862.54,0.00,0.00,2905.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
